,Item,Facet_1,Facet_2,Prompt_1,Prompt_2,HEXACO_1,HEXACO_2,Idx_1,Idx_2,is_rev_1,is_rev_2,X1,Factor,Pos.Cosine,Neg.Cosine,STS.Cosine,Distinct.Cosine,Prompt,Internal.Consistency,Cos.Diff,ABS.Cosine.Diff,K_Means,H_Cluster,Internal.STS,Internal.Distinct,Cluster.STS,SYNTAX/SEMANTICS,ENTAILMENT,CONTEXT
3659,I'm very sensitive to noise.,Anxiety,Anxiety,"I rarely, if ever, have trouble sleeping due to stress or anxiety.",I get very anxious when waiting to hear about an important decision.,"I rarely, if ever, have trouble sleeping due to stress or anxiety.",I get very anxious when waiting to hear about an important decision.,59,83,FALSE,FALSE,2168,Emotionality,0.395347774,0.230132639,0.311306715,0.076525539,"I rarely, if ever, have trouble sleeping due to stress or anxiety. I get very anxious when waiting to hear about an important decision. I",0.308200002,0.165215135,0.165215135,1,90,0.280453265,0.044500887,0.313576281,NA,NA,NA
3660,I'm a very calm person.,Fearfulness,Fearfulness,Even in an emergency I wouldn't feel like panicking.,I would feel afraid if I had to travel in bad weather conditions.,Even in an emergency I wouldn't feel like panicking.,I would feel afraid if I had to travel in bad weather conditions.,77,5,FALSE,FALSE,1419,Emotionality,0.271305144,0.521005809,0.310494304,0.072381139,Even in an emergency I wouldn't feel like panicking. I would feel afraid if I had to travel in bad weather conditions. I,0.344700009,-0.249700665,0.249700665,3,288,0.317092985,0.088590801,0.662846923,NA,NA,NA
3661,I think I have a very bad temper.,Social_Self_Esteem,Social_Self_Esteem,I think that most people like some aspects of my personality.,I sometimes feel that I am a worthless person.,I think that most people like some aspects of my personality.,I sometimes feel that I am a worthless person.,28,76,FALSE,FALSE,2752,Extraversion,0.185150728,0.26750195,0.216314927,0.02190116,I think that most people like some aspects of my personality. I sometimes feel that I am a worthless person. I,0.29519999,-0.082351223,0.082351223,2,9,0.270906568,0.035577774,0.551595688,NA,NA,NA
3662,I have a very good temper.,Patience,Patience,I find it hard to keep my temper when people insult me.,People think of me as someone who has a quick temper.,I find it hard to keep my temper when people insult me.,People think of me as someone who has a quick temper.,93,21,TRUE,TRUE,3775,Agreeableness,0.350509048,0.348379672,0.350508779,0.125769243,I find it hard to keep my temper when people insult me. People think of me as someone who has a quick temper. I,0.306600004,0.002129376,0.002129376,1,9,0.316758573,0.107716292,0.558067024,NA,NA,NA
3663,I don't have a temper.,Patience,Patience,I find it hard to keep my temper when people insult me.,People think of me as someone who has a quick temper.,I find it hard to keep my temper when people insult me.,People think of me as someone who has a quick temper.,93,21,TRUE,TRUE,3777,Agreeableness,0.441678137,0.307602525,0.418660104,0.099934846,I find it hard to keep my temper when people insult me. People think of me as someone who has a quick temper. I,0.336100012,0.134075612,0.134075612,3,9,0.379214942,0.101380795,0.497349948,NA,NA,NA
3664,I don't have a fast temper at all.,Patience,Patience,I find it hard to keep my temper when people insult me.,People think of me as someone who has a quick temper.,I find it hard to keep my temper when people insult me.,People think of me as someone who has a quick temper.,93,21,TRUE,TRUE,3781,Agreeableness,0.47481972,0.392074823,0.397199303,0.069190919,I find it hard to keep my temper when people insult me. People think of me as someone who has a quick temper. I,0.340000004,0.082744896,0.082744896,3,9,0.342157722,0.052240402,0.447675943,NA,NA,NA
3665,I don't have a temper at all.,Patience,Patience,I find it hard to keep my temper when people insult me.,People think of me as someone who has a quick temper.,I find it hard to keep my temper when people insult me.,People think of me as someone who has a quick temper.,93,21,TRUE,TRUE,3783,Agreeableness,0.502542794,0.216279447,0.400383234,0.099570036,I find it hard to keep my temper when people insult me. People think of me as someone who has a quick temper. I,0.352999985,0.286263347,0.286263347,3,9,0.35226801,0.10404852,0.471927315,NA,NA,NA
3666,I don't think I have a temper at all.,Gentleness,Patience,People sometimes tell me that I am too critical of others.,People think of me as someone who has a quick temper.,People sometimes tell me that I am too critical of others.,People think of me as someone who has a quick temper.,9,21,TRUE,TRUE,4044,Agreeableness,0.476248741,0.26249969,0.416503757,0.142896682,People sometimes tell me that I am too critical of others. People think of me as someone who has a quick temper. I,0.360399991,0.213749051,0.213749051,3,9,0.371938735,0.123657167,0.472340643,NA,NA,NA
3667,I like to think that I'm pretty good at keeping my temper in check.,Patience,Gentleness,"I rarely feel anger, even when people treat me quite badly.",I generally accept people’s faults without complaining about them.,"I rarely feel anger, even when people treat me quite badly.",I generally accept people’s faults without complaining about them.,45,33,TRUE,TRUE,4123,Agreeableness,0.434482694,0.453103781,0.443137199,0.122394949,"I rarely feel anger, even when people treat me quite badly. I generally accept people’s faults without complaining about them. I",0.335799992,-0.018621087,0.018621087,1,9,0.377459824,0.088688403,0.530751228,NA,NA,NA
3668,I have a temper of my own.,Flexibility,Patience,I am usually quite flexible in my opinions when people disagree with me.,People think of me as someone who has a quick temper.,I am usually quite flexible in my opinions when people disagree with me.,People think of me as someone who has a quick temper.,39,21,TRUE,TRUE,4472,Agreeableness,0.164460152,0.365862072,0.243394107,0.10740009,I am usually quite flexible in my opinions when people disagree with me. People think of me as someone who has a quick temper. I,0.278499991,-0.201401919,0.201401919,1,9,0.243189082,0.06598115,0.489884645,NA,NA,NA
3669,I have a temper that can flare up at the slightest provocation.,Flexibility,Patience,I am usually quite flexible in my opinions when people disagree with me.,People think of me as someone who has a quick temper.,I am usually quite flexible in my opinions when people disagree with me.,People think of me as someone who has a quick temper.,39,21,TRUE,TRUE,4483,Agreeableness,0.256818205,0.482884049,0.333377212,0.070809215,I am usually quite flexible in my opinions when people disagree with me. People think of me as someone who has a quick temper. I,0.261200011,-0.226065844,0.226065844,1,9,0.301007956,0.015801236,0.552899599,NA,NA,NA
3670,I have been known to have a bit of a temper in the past.,Gentleness,Forgiveness,I generally accept people’s faults without complaining about them.,"My attitude toward people who have treated me badly is ""forgive and forget"".",I generally accept people’s faults without complaining about them.,"My attitude toward people who have treated me badly is ""forgive and forget"".",33,27,TRUE,FALSE,4542,Agreeableness,0.283224165,0.468612194,0.365856647,0.192918897,"I generally accept people’s faults without complaining about them. My attitude toward people who have treated me badly is ""forgive and forget"". I",0.270399988,-0.185388029,0.185388029,1,9,0.309788704,0.072744012,0.576253891,NA,NA,NA
3671,I have been known to lose my temper with people who have a different opinion.,Flexibility,Patience,I am usually quite flexible in my opinions when people disagree with me.,People think of me as someone who has a quick temper.,I am usually quite flexible in my opinions when people disagree with me.,People think of me as someone who has a quick temper.,39,21,TRUE,TRUE,4616,Agreeableness,0.391409099,0.528382778,0.453964144,0.233713016,I am usually quite flexible in my opinions when people disagree with me. People think of me as someone who has a quick temper. I,0.316900015,-0.136973679,0.136973679,2,9,0.327183366,0.101457566,0.512322962,NA,NA,NA
3672,I don't really have a temper at all.,Flexibility,Patience,I am usually quite flexible in my opinions when people disagree with me.,People think of me as someone who has a quick temper.,I am usually quite flexible in my opinions when people disagree with me.,People think of me as someone who has a quick temper.,39,21,TRUE,TRUE,4623,Agreeableness,0.499952108,0.257763833,0.407995254,0.093227088,I am usually quite flexible in my opinions when people disagree with me. People think of me as someone who has a quick temper. I,0.35679999,0.242188275,0.242188275,3,9,0.3658382,0.104566336,0.482147038,NA,NA,NA
3673,I have to admit that I do have a temper when I'm upset.,Flexibility,Patience,I am usually quite flexible in my opinions when people disagree with me.,People think of me as someone who has a quick temper.,I am usually quite flexible in my opinions when people disagree with me.,People think of me as someone who has a quick temper.,39,21,TRUE,TRUE,4627,Agreeableness,0.287772477,0.541844547,0.356549501,0.221910864,I am usually quite flexible in my opinions when people disagree with me. People think of me as someone who has a quick temper. I,0.289900005,-0.25407207,0.25407207,2,9,0.345037013,0.087771863,0.552924871,NA,NA,NA
3674,I have a temper that is usually not very good.,Flexibility,Patience,I am usually quite flexible in my opinions when people disagree with me.,People think of me as someone who has a quick temper.,I am usually quite flexible in my opinions when people disagree with me.,People think of me as someone who has a quick temper.,39,21,TRUE,TRUE,4633,Agreeableness,0.341315567,0.478762567,0.378164977,0.148556024,I am usually quite flexible in my opinions when people disagree with me. People think of me as someone who has a quick temper. I,0.341100007,-0.137447,0.137447,2,9,0.358087271,0.080019414,0.596243143,NA,NA,NA
3675,I do have a short temper sometimes.,Flexibility,Patience,I am usually quite flexible in my opinions when people disagree with me.,People think of me as someone who has a quick temper.,I am usually quite flexible in my opinions when people disagree with me.,People think of me as someone who has a quick temper.,39,21,TRUE,TRUE,4634,Agreeableness,0.287427545,0.415921628,0.306163102,0.147953272,I am usually quite flexible in my opinions when people disagree with me. People think of me as someone who has a quick temper. I,0.288100004,-0.128494084,0.128494084,2,9,0.305755734,0.03210777,0.507379651,NA,NA,NA
3676,I often get into arguments with people who are much smarter than me.,Social_Self_Esteem,Social_Boldness,I feel that I am an unpopular person.,I rarely express my opinions in group meetings.,I feel that I am an unpopular person.,I rarely express my opinions in group meetings.,52,10,FALSE,TRUE,2806,Extraversion,0.21713081,0.227122694,0.217130795,0.084207475,I feel that I am an unpopular person. I rarely express my opinions in group meetings. I,0.332899988,-0.009991884,0.009991884,1,20,0.179892704,0.04471159,0.241625249,NA,NA,NA
